"names","values"
"itemid","138"
"event","I don't know if anyone is still here that used to read my journal. Most people have moved to myspace or facebook. I have a myspace account myself, so if you are here and if you want look me up. :)

My life is very busy. I am also surrounded by drama, no matter how I try to avoid it. WoW is corrupted with it. Always something going on to upset or piss me off. Work is an exercise in self control or maybe self delusion. Not really sure. Can't really write what is happening, just incase, but it has me very nervous. I spent the month of Feb sick with an infected tooth and then pnumonia, so that not only sucked but put me behind a bit in my schoolwork. 

Well, this is just damn depressing so I am going to stop. I hope those of you who I haven't talked to in a while look me up. Should be able to find me on myspace under my name."
"eventtime","2008-03-31 16:50:00"
"current_moodid","101"
"url","http://silverfangcat.livejournal.com/35491.html"
"userid","13908"
"itemid","137"
"event","Last night I had a horrible dream about work. I've dreamt about work before, but this one has images that I just can't get out of my head. So, I figured if I write it out I can eject it from my mind. I will have to use initials due to confidentiatlity, but I think it will still be understandable.

It started at a bonfire at the bottom of a hill of a large estate like house. An old victorian with a wrapraound porch, out in the woods somewhere. Donald Sutherland was telling us stories as entertainment. Everyone I work with was there, along with three that no longer work at North Central, one that quit and 2 that were fired, and all of our clients. It was some kind of weekend get-away trip.

It was dark when Donald Sutherland was talking, but when he stopped the bonfire got brighter and as I looked to my right I saw 2 bodies hanging from tree branchs. The one closest to me was a client of mine who committed suicide last Christmas. I looked to the left and I saw another man hanging. I could tell that they were dead and that there was nothing I could do for them. I then noticed a large wooden box over to the side, it had some ornate carvings on it, and was worried that someone was hurt inside it.

So I ran over to the box, but it was empty. When I turned around everyone was gone but one client, VJ. The bonfire was gone, everyone had left, the bodies hanging in the trees were gone. VJ had a noose around his neck with the rope swung over a tree branch near were the bodies had been hanging. He was tugging on the rope with all of his might trying to kill himself. I ran over to him and asked him what he was doing and he told me he was trying to kill himself. For some reason I could not stop him and I knew that the only chance I would have was to get some help.

I started to run across the field, which seemed a lot bigger now, and up the hill. When I finally reached the house I saw an excoworker (the one that quit)smoking a cigerette outside. I asked her to check on VJ while I got more help and she started running down the hill. I ran inside the house and started screaming that I needed help. I heard a voice from the kitchen asking me what was wrong. I told them that VJ was trying to kill himself and I needed help. She stated that I didn't need to worry and was overreacting. That he did this all the time and wouldn't do anything. I stated that he had a noose around his neck and this was serious, and she laughed at me. 

At this point my mother walked down a staircase near me and said she would go with me. (I have no idea why my mom was there, except maybe the fact that I know I can always count on her) We run down the hill to see my coworker sewing up a canvas body bag over VJ's dead body. For somereason there was another bodybag beside her which I somehow knew had Donald Sutherland in it. I started to cry because I was too late to save him and my mother turned to me and said, ""You could so get (a current coworker) fired."" I looked at her and she said, ""After what she said to you when you said VJ needed help she is so fired."" I then woke up.

I have a few ideas of where this came from. I had a client on Thursday get sent home because he wasn't suicidal from the ER eventhough he was clearly paranoid and unable to care for himself. It is a year from when I took TLA to emergency services because he told me he was suicidal and they sent him home. He killed himself a few hours later. We are in the middle of licensing, and we failed last year. If our charts are not perfect within the next 2-weeks we could all lose our jobs right before Christmas. (The worst part is I don't know if that would be so horrible at the moment)Because of this everyone is stressed out and our bosses keep coming up with new and improved ""policies"" that need to implemented ""yesterday"". They fired one co-worker so we are all trying to help 8 clients when in reality it is impossible to do everything needed for more than 5. We have paper work we need to do on our new clients that we know nothing about. 

Yeah, that might be part of it, but damn that dream sucked."
"eventtime","2007-12-01 18:28:00"
"url","http://silverfangcat.livejournal.com/35236.html"
"userid","13908"
"itemid","135"
"event","I'm very sorry I have been neglecting this journal. School is keeping me very busy. I took two classes over the summer (Statistics and Forensic Psychology) and am currently taking another four (Research Design and Analaysis, Criminology, Social Psychology, and Sociology of the Family) and work has been very hectic. Seems like I always either have a client in crisis or my new boss is coming up with a new stack of paper work that needs to be done yesterday damnit!

I also still have my friday night game, Steve has been sick a lot lately, my cat has a heart condition and a hyper-active thyroid, we have a friend staying with us that is temporarily homeless, and I am assisting in running a guild in WoW. So, some things have had to fall to the wayside and unfortunately this was one of the first to go.

A quick update. We moved out of the city and into a smaller town. I really like it out here. It is quiet and our place is so much bigger. And we now have WINDOWS!!!! You do not understand how much that can mean to you unless you have lived in a place that lacked them. Windows just do not get the respect that they deserve. The only bad thing is my commute has gotten a lot bigger, which is hitting me in the time department also. I am now about an hour away from school and about 25 mins away from work. I end up doing a large circle every day because my classes are all in the morning.

I still work at North Central Human Services, but I'm looking for better employment. Now that I have a year and half in the feild I might be a little more marketable.

I also now have a myspace account, which you are all invited to come and see.  myspace.com/ember73  You need to ask to be my friend, some of my clients have accounts so I had to make mine private for obvious reasons. Its also why my phone is now unlisted, so if you want my number just send me a message.

As for email, I now have time warner cable and have not yet figured out how to access my account lol. I am going to try to remember to call them on Monday when I will actually be home while they are open.

I hope everyone is doing well and I miss you guys!"
"eventtime","2007-10-12 22:14:00"
"url","http://silverfangcat.livejournal.com/34746.html"
"userid","13908"
"itemid","134"
"event","MATH 0200 01 Basic Math II Fitchburg State UG Day 3.5 
   
 PSY 2830 01 Socio-Emot & Person Develop Fitchburg State UG Day 4.0 

 PSY 2840 02 Developmental Psychopathology Fitchburg State UG Day 4.0 
   
 SOC 3000 01 Social Stratification Fitchburg State UG Day 4.0  
   
Not a complete 4.0 anymore, but I'll take it!"
"eventtime","2007-05-18 17:06:00"
"url","http://silverfangcat.livejournal.com/34437.html"
"userid","13908"
"itemid","133"
"event","I wish I wasn't so busy, I miss sleep. Please forgive the spelling mistakes and typos that will run amuck in this as I am too tired to fix them. :P

Anyway, one of my classes was canceled today so I have a little time to kill before my next one.

Steve is doing better. He had his second set of x-rays which showed that the pnuemonia was gone, but that he still had some inflamation that could be a problem. He was supposed to have his pulmonary function test on Friday, but we had a random snow strom and we had to reschedule it for April 13th. Since getting out of the hospital he has been physically week and its nice to see him able to move around more freely again. Part of the delay was that he got hit with two nasty colds after getting home.

At work they have moved on to picking on one of my coworkers, which pisses me off more than when they picked on me. She a really good kid and works her ass of with the most difficult client we have in the company and I hate to see her railroaded. The girl I was having problems with is no longer giving me any trouble. All it took was doing her a favor one day and now we are cool again, which is good because I hate having issues with co-workers, its suppose to be us against management. I just wonder why this company is always picking on somebody. I just don't get it.

Let's see, what else is going on. School is still going well. Between work and Steve being sick I don't think I will manage a 4.0 this semester but I am learning to come to terms with it. I have to meet with my advisor soon to talk about summer and next year and I keep putting it off which is dumb of me, but time is something I hate giving up these days.

I guess that's about it. 

Oh, and I'm excited that our Werewolf game will be starting up again. Steve hasn't felt up to running since he got out of the hospital and I really miss it. I need the release of roleplaying to escape reality for a little while. 

I promise to update if anything new happens with Steve's health or something important happens, otherwise I am sorry I don't have much time these days, it should ease up soon."
"eventtime","2007-03-19 11:18:00"
"current_moodid","51"
"url","http://silverfangcat.livejournal.com/34231.html"
"userid","13908"
"itemid","132"
